Review date,Author name,Star rating,Review content
4/15/2025,Robb Poier (Number44),5,"Sometimes I come here to act important I actually one time bought an iPhone here. I was in an emotional state. I still actually have the phone. It works pretty good. Sometimes if you have to get things fixed, they can fix them. I don’t know what else you want me to say. What do you want for me Google maps?"
4/15/2025,Tom Murray,1,Disorganized system for getting help. Work in zones but phone zone was understaffed even though worker told me they were aware of greater than average demand for phones. No way to sort out who was first waiting longest. I walked out.
4/15/2025,Lautaro mosse,5,"Went on a weekday after work, plenty of helpful staff readily available, very beautiful store"
4/15/2025,Rick toomey,3,
4/15/2025,lou martinez,5,"great employees, fantastic service A+++"
4/15/2025,Thao Cox,5,"Alex has been so wonderful to give me the world class service. I am impressed by his kindness, patience and always check in with me to make sure I understand it fully. Alex is a great asset where he goes. Keep up great work, Alex. You will do great thing."
4/15/2025,Валентина Морозова,5,
4/15/2025,David,5,
4/15/2025,Josh E.,5,They bleed seven colors.
4/15/2025,Jackson S,5,Helpful and quick.
4/15/2025,gtberg,3,"Too many squatters with computers. Every seat was taken by these idiots. Why don't these people go to the library or the S.U.B. like normal university students? Starbucks needs to get rid of all the tables and make it difficult to squat here, so their actual coffee drinkers can enjoy a cup of coffee in peace."
4/15/2025,Joanna Dunaj,1,Went there yesterday to get some basic earphones. The sales person didn't give me the receipt for the purchase and made me feel like I should leave the store immediately after I paid with cash. It was only 20 dollars and I wanted to pay cash. The second he heard that I only want to buy the earphones and pay cash he became borderline hostile. What is the deal with not giving a receipt?
4/15/2025,Scott Harron,2,"Disjointed, distracted customer service (if you can call that service). Wait! Where did the person who was helping me go? Apple tries too hard to be cool and not hard enough to actually be helpful."
4/15/2025,Zuhra Kazime,1,Came to the store about some questions on my apple devices … had me wait here for close to two hours for an appointment… and we are still waiting past our appointment time with no one to help us
4/15/2025,Peter Park,1,Couldn't get help ti buy new phone on weekday. Waiting for more than 15 mins. STAFF NEEDS TO WORK MORE EFFICIENTLY. they had enough employees but not willing to help/sell.Just expect more than 20 mins waiting for anything in this store.
4/15/2025,Robert Wells,1,"Disabled with epilepsy. Called 2hrs+ w/Apple support and store the day before, explaining reasonable accommodation per ADA (American disability Act).I need constant communication with my Dr and emergency contacts in case of seizure.Apple erased all info on my phone, then said they couldn’t help me cause I have Verizon. “Go to Verizon”.Again I explained my situation and asked for reasonable accommodation per ADA, if they could call Verizon or do anything for me. They refused and said they DID NOT have to follow the ADA.They put me in a corner of the store away from customers. Told me I had a seizure, then made me leave.I walked around for over an hour before I recovered and realized what I was doing. Took me hours to get to Verizon and I didn’t make it home till 8pm. I arrived at Apple at 12:40. Phone was “repaired” by 2:20.They never informed me they would NOT be able to get my phone working again since I have Verizon. I explained to them all my info. I recorded the phone calls and am reporting all of this to the DOJ for Apple violating title iii of the ADA.Here’s proof that they can help with Verizon. Their own survey says they can!!!The manager said if I wanted to file a complaint against any of his employees then I would never be allowed in the store again.Blown away. Never supporting Apple again. Tempted to literally get rid of all Apple products after this experience. I don’t feel safe in their stores now."
3/15/2025,SuresPraja Channel,5,
3/15/2025,Daniel Bernier,5,Test drove a Lucid grand touring air the coolest car and fastest car I’ve ever drove puts Tesla to shame and all EV’s for that matter better range and technology
3/15/2025,azhin m,1,"Disappointed with Apple’s Repair ServiceI had my iPhone screen replaced at the Apple Store just two months ago, and now my phone has water damage. When I took it back to Apple, expecting some accountability, they refused to help. Their response? “This isn’t related to the screen replacement.”This makes no sense—my phone was working fine before the repair, and now it’s unusable because water got in. If the screen replacement wasn’t done properly, it could have compromised the phone’s water resistance. But instead of taking responsibility, Apple just dismissed my concerns."
3/15/2025,Azhin M.,1,Very disappointed
3/15/2025,Bronson Shonk,1,"Disappointing customer service - I went in with an issue and was told my logic board would need to be replaced. It was communicated to me that there would be a potential for data loss. I had a lot of my important data backed up in google cloud, but not everything. When I got the repair back I learned that a replaced logic board meant a complete data wipe. Would have loved to know that going into the repair so I could think more seriously about what I had and did not have backed up. It would have been a very easy thing to communicate. The only reason I can come up with for why this simple piece of information was not communicated would be that the ""genius"" did not know that this was the case."
3/15/2025,Sanchit Batra,5,"Staff is lovely, easy to get help. Make appointments in advance for the genius bar, had to wait a couple hours on a Sunday."
3/15/2025,Leslie Wang,5,
3/15/2025,Jack,5,Great/quick service! Ronell was very kind and helpful and helped me save some money.
2/15/2025,Pascal Blumenthal,1,"I'm sure this is a fine botique for Apple's products, but I've found its repair staff to be seriously lacking in experience, and at times dangerously negligent. You could find better service at any number of private repair shops in Seattle, which are less inclined to upsell you and take personal accountability for their work. When I took my laptop in for a standard battery replacement, I was assured that the staff on hand would be more than capable of taking care of it in a timely manner. Fast forward a week, and they were still doing repairs (on different parts which they had broken themselves). At one point, I was contacted and told that a logic board replacement would be necessary to fix a faulty fingerprint scanner. When I pushed back and said this didn't seem like a necessary repair, they said it was still reccomended in case of ""underlying issues"". They did not inform me that on Macs, the logic board is attached to the hard drive, which they proceded to replace. It was assumed that I knew this hardware fact, but even if this were a fair assumption, the words ""hard drive"" should have come up at some point in that conversation if they were going to alter it in any way, shape or form. Anyway, my computer is wiped, and I wish that were the end of it. However, even though these items went beyond the scope of the original work order, and were not Apple's property, my old drive was effectively confiscated when I might still have used it to recover valuable data. I walked away feeling as though I had been hustled by a sketchy auto shop, and going forward I will certainly be more wary. I highly suggest that customers of this store educate themselves about their products before handing them over, and be skeptical when a technician offers an optional part replacement without mentioning any potential downsides. In my case, that downside was the total loss of my hard drive. It wasn't just a possibility, either. It was guaranteed, and no efforts were made on my behalf. I hope this review finds some other people before they can make a similar mistake."
2/15/2025,Shubeg Singh,1,"very rude behavior and bad customer service, lynnwood location serves better and take there customer seriously."
2/15/2025,Sandeep Dadhwal,1,worst customer service i have ever had by apple
2/15/2025,Benji Miller,1,
2/15/2025,Rebecca Miller,4,"The wait time is absolutely atrocious, but they did fix my issue and even didn’t charge me since it was a quick and easy fix! Just wish they had a different way of handling individual circumstances/issues."
2/15/2025,sasha moroz,5,
2/15/2025,Leah Penney,5,"I had a Genius Bar appointment with John last week to see what my options were to repair or replace my damaged laptop. He was patient and explained all of my options in a way that was easy to understand. I was nervous about going to this appointment by myself because I don’t know all that much about computers, but by the end I felt like I had all the information I needed! John’s patience and thorough explanations made what could have been a very stressful situation much less stressful.This was my first time visiting the Genius Bar, but after this experience I would not hesitate to come back even if I’m just shopping for a new product next time. Thanks John for the assistance!"
2/15/2025,D St Louis,1,"This Store screams inefficiency and incompetence. one person greets you, another sits you down to wait for the 3rd person who will take 15 mins to arrive. Meanwhile there are many employees just standing and walking around. Then you get help and your helper is running back and forth asking others what do. If you have lots of time to waste, this is a great place."
2/15/2025,Tarek Kutay,1,"Terrible customer service. Person who helped me was visibly agitated by simple questions I asked about the issues I was having with my IPad. No answers or solutions given, just cough up another grand for their latest model."
2/15/2025,Ben Lee,5,Good shopping experience.
2/15/2025,Miriam Shaffer,5,
2/15/2025,Sparsh Rastogi,5,
2/15/2025,Emmanuel,5,
2/15/2025,Ariana Rickenbacker,5,
2/15/2025,Chandler Johnston,1,"I recently visited the Apple University Village seeking help with my iPhone 12 Pro after it unexpectedly became inoperable during a system update. Despite following recommended troubleshooting steps and consulting with Apple Support, the device could not be restored. Unfortunately, the in-store team was unable to offer a meaningful resolution beyond a $60 trade-in. Which was an offer that felt inadequate given the original cost and my expectations of product longevity.This experience has been deeply frustrating. I have always associated Apple with quality products and excellent customer service, but this encounter did not reflect those values. A critical failure during a routine software update should warrant more substantial support."
1/15/2025,Danial,5,
1/15/2025,Ines Gandal,5,
1/15/2025,Kevin Luo,4,"This is the prettiest Apple Store I have visited by a long shot. I stopped by to buy an iPhone and was impressed by the airy and spacious design of the building. The skylight and enclosed maple tree garden are super neat. The sheer volume of traffic in this store is astounding. Customer service is friendly, but there doesn't seem to be enough staff to deal with the number of customers."
1/15/2025,Md Borkot Ali Khan Shimul,5,Amazing experience at Apple Store University Village! The staff are incredibly friendly and always ready to help. Top-notch customer service!
1/15/2025,Andre Stepanov,1,"TLDR: Horrible experience. Inept employee. Doesn't understand the hardware. Made me waste my entire day.So frustrating. Will avoid this Apple Store in the future. “Genuis” bar is full of idiots.My Experience:I came into the store asking to repair the front and back of my phone after dropping a weight on it. I had the unfortunate experience of meeting the genius bar tech, Andrea. She said something about not being able to verify that the screen was broken along with the back glass?Okay...? I don’t care. I am asking you to repair my phone and I am paying for it. What does it matter when it broke? Fix the front and the back.Kept saying some BS about adding stuff to her notes. Kind of mumbling under her breath completely unclear what she is describing. Couldn’t explain WHY it mattered when the front screen broke relative to the back (even though once again, they broke on the same day).Then eventually out of nowhere she goes, ""there is a dent at the in the frame of the phone, you can feel it"". No, actually, you can’t feel anything and there was no dent! The said ""dent"" was also on the complete opposite side from the point of impact... Continued to sit there for a bit and said the only option I have was to get a replacement phone for $700 or $800... NO. I am not getting a new phone when the hardware AND software in this one is completely fine. So horrible for the environment and completely unnecessary. I sat there for a second processing the BS that she just spewed my way and decided to just go to another repair shop.Went to Best Buy, but since my screen didn’t work, they didn’t have the tools to authorize the repair. But, they agreed, no dent. I had to drive to Bellevue during rush hour to another Apple store. There I talked to a wonderful employee who worked with me and said ""of course we can get this fixed for you. You want the front and back repaired?"" EZ PZ. Not so hard after all. Got it fixed the same day and picked it up later that night with no data loss! Who would’ve thought?! Certainly not an Apple Store GENIUS!The thing is, I had my meeting with Andrea at 1:30. Because of her incompetence, I had to drive around until 9:00 to get it fixed when I could’ve had it all done by 4. She wasted my day, and I know Apple is going to do nothing to make it right.Horrible experience. Inept employee. Doesn't understand the hardware. Made me waste my entire day.So frustrating. Will avoid this Apple Store in the future. “Genuis” bar is full of idiots."
1/15/2025,Teacher Shawn LeValley,5,Staff was very helpful and patient.
1/15/2025,Mikel Itach,4,"New chargers are amazing. Apple is the best with $$$,,,"
1/15/2025,John Jordan,1,"Spent hours here trying to diagnose an issue with an iphone camera that started immediately after a software update.  Their diagnostic said that the camera was fine, but they wanted to replace it anyway at my cost.  When I refused to pay when it was Apple's update that resulted in the camera issue, the response I received was basically, ""Sometimes camera hardware is just on the verge of breaking and a software update pushes it over, so this isn't Apple's fault it's yours because your phone is out of warranty.""Either Apple is making bad quality phones that last less than 2 years (phone was out of the 1 year warranty but less than 2 years old) or the software update issued by them caused the camera issue.  Either way this store won't take ownership of a problem that I think is Apple's issue and at the end of the day couldn't show what the actual problem even was.  The phone has had zero damage and all diagnostics performed said no hardware problems were found, yet the solution proposed was charging money to replace hardware which may or may not be the issue.I then had to navigate a warranty claim with Verizon because it was less expensive than paying Apple what they asked, but was very difficult as I couldn't prove a hardware issue since the camera that Apple wanted to replace seemed fine.  Verizon eventually helped me work through things and replaced my phone, but it should have been Apple.  Whether the camera was defective or the software update wasn't working correctly, this was an Apple issue since the phone was never damaged."
12/15/2024,Mandy,5,
12/15/2024,Jordan Clay,3,
12/15/2024,Megan Rowland,2,"I am not critiquing this store necessarily, but Apple customer service in general. I was out of the country last week and did an ios update on my eight month old phone. The phone quit responding after that update and now will not turn on. I took it into the Apple store, and they told me it was not the update but the crack on the bottom of my screen. I would be quite willing to acknowledge it could be the crack if I had noticed any problems before the update, but the phone was functioning perfectly and right after the update quit working - I am bummed at Apple's lack of ownership and respect towards their customers, and will most likely not buy another Apple product after buying their products exclusively for the last 15 years."
12/15/2024,Michael Durnan,5,
12/15/2024,Donielle Maner,5,It was very informative cause I forgot my passcode to my iCloud and they were enthusiastic about helping me
12/15/2024,Saurabh Kher,5,
12/15/2024,Patrick John Duncan (JohnnyD.),5,"Thank you, Erica,You are a real superstar and gave me an exceptional experience earlier today."
12/15/2024,Emily Skinner,5,Don’t listen to Theo’s review below - I’m glad Apple put the safety of their employees over money. Well done.
12/15/2024,theo olson,1,Store shut down on Black Friday 2024 because store security and employees were scared of peaceful protesters. This ruined our Black Friday shopping and Apple lost thousands of dollars and employees were paid for a full day of holiday work without even working!!!! Please apple replace these managers and employees with people who can be prepared to protect your glorious products. These store employees really let us down.
12/15/2024,megha bafna,4,"I went into apple for an issue with my laptop, the first person who helped me was not great. I had to get my laptop erased for no reason. My laptop was erased and some tests were done and the laptop returned to me a couple days later but the problem still exited. So the experience from the first visit wasn't great.The second time I went in Lucas really helped me out and fixed the issue in minutes!! I wish he was helping me in the first place so that I didn't have to get my laptop erased of all the data for no reason."
12/15/2024,Stas Melnichuk (#BR1GRLLZ),5,
12/15/2024,Ajay Madhok,5,An experience  for Apple Vision Pro
12/15/2024,Finan K,3,
11/15/2024,Sameer Ahmed,5,
11/15/2024,Jose Maria Saravia Arana,5,"Good and cool place, its always cleaned and staff is really friendly. I had an old macbook where I had to reinstall the software on it and the staff was really helpful. Left computer overnight and was not charge anything. Only bad thing it has its that sometimes it is packed with people and may take some time to help you out"
11/15/2024,Meegy Kay,3,Long wait times.
11/15/2024,Prathmesh Sonvane,4,
11/15/2024,INDRA SISWANTO,5,
11/15/2024,Song Uyen Nguyen,5,Emily was really helpful and quick in solving my issues. She was also super cheerful. Just want to give her a shout out.
11/15/2024,Saul Gonzalez,1,"I went in to get my phone battery replaced, an employee did not mention that in the process of replacing my phone battery they would have to take of my screen protector. When I went to go pick up my phone after the repair. I was told the “Apple employee repair department” broke my display screen. Apple took off my screen protector and couldn’t offer me any type of discount. Nor military discount. Manager passed me around employees . basically told me to “f” myself."
11/15/2024,Rosane Costa,5,
11/15/2024,Nurzat Alimbabaeva,5,"It’s very good place and they are solving your problems very fast 🔥🔥🔥🔥🔥 and I think they often show new updates and I really liked it. Of course, there are a lot of people there, but there is enough space for everyone and there are enough people to solve your problems😁🔥🔥🔥🔥🔥"
11/15/2024,Martin Taylor,5,Great Apple Store
11/15/2024,Kapil Saini,5,
11/15/2024,Saurabh Singla,5,
11/15/2024,Joy Drew Hallas,5,Easy to find and just a beautiful store.
11/15/2024,Lee Hinchcliffe,4,"Visited this store whilst on vacation, on the day of the new iPhone release, wanting to take advantage of a favourable exchange rate. As with all Apple stores well staffed (even bearing in mind how ridiculously busy it was) and staff all very friendly. Again, appreciate the sheer volume of people but arrived around noon, got to speak to someone very quickly, phone I wanted was in stock, but had to book a reservation appointment for 5 / 6 hours later??? Had to entertain myself in the area all that time which luckily was fine, but I do question if I was with someone, was in stock in store, why they just couldn’t grab and had to wait all that time??? No setup / tutorial was required and literally slipped the box in to my bag."
11/15/2024,van nhat minh lo,5,
11/15/2024,Mikhail Moskov,5,
11/15/2024,Conor MacDonald,1,"Purchased brand new iPhone 15 ProMax in Feb 2024 from T-mobile’s Flagship downtown Seattle store.In June my phone started showing SOS mode.The frequency of SOS episodes only increased as the summer unfolded.By August I could no longer use my phone, text and calls do not work in SOS.I read multiple articles stating this has become an increasingly enormous problem for iPhones users and the carriers are all blaming Apple and Apple is blaming all the carriers. And the iPhone users remain with out service with no one owning the issue and resolving it for the masses.I went to T-mobile store who told me my IOS software was out of date and I had on VPN and problem solved.WRONG.They told me if there troubleshooting didn’t work then they wash their hands of it and it’s an Apple issue.As soon as I left this store, SOS came right back on.I brought the phone to Apple in University Village who required 2 “geniuses” to tell me I would need 80% of the hardware on the phone replaced and they referred to it as a “sideboard”.I lost a good week from my phone which translated to $$$ as I’m a massage therapist and all my clients contact me via phone.Apple made me schedule a future appointment (48 hours later) as they didn’t even have the parts on site at their flagship store.Two days later I get my phone back from an Apple employee who throws the phone in my lap and said, it should start working in about 2 hours but if it doesn’t, “bring the phone back to T-mobile and demand your ticket is escalated to the highest engineer within T mobile as it’s an issue with how they programmed your lines (I have two, personal and business). We are done at this point.”I asked if they were going to help me get back online as it was essentially like getting a whole new phone. They said “no, we are focusing on selling as many new products as possible and not handling defects and it’s not our issues it’s T-mobile’s. Please leave the store now.”I walked the phone over to the University Village T-mobile to ask them to get me back up and running. Which they did and informed me I wasn’t getting full service and should bring the phone back to this store.I brought the phone once again back to the T Mobile store and the manager on duty that day gave me a huge attitude and kept telling me “if you would just allowed to talk now! We aren’t going to replace your phone. That’s your issue.” I asked for a refund for service totaling one pay period as this went on for 3 months. They laughed at me and said; “we’ll give you a $40 credit max, now leave.”Never received the credit on my account.Funny how late stage capitalism works, we the customers would be cut off from service instantly if we don’t pay our bills. The provider?They tell us to leave their store. Apple is focused on selling as many of those stupid head set pieces and Mac books while T mobile is more focused on up selling stupid accessories in addition to new mobile devices.Absolute GARBAGE on both T-Mobile and Apple."
10/15/2024,Alvaro Dias,1,Poor customer service. The rep kept stopping helping and moving to other folks and coming back after a while.
10/15/2024,Kaan Uslu,5,Bildiğimiz Apple mağazası.  Yeni renklerde çok pahallı telefon almak için ideal
10/15/2024,Safari King Travel,5,
10/15/2024,Denver Ucab,5,Very accommodating. Easy purchase.
10/15/2024,danee f,1,Not sure why they make you wait an hour to buy a phone. Recommend buying online.
10/15/2024,Piotr Nawrocki,3,
10/15/2024,Samet Canik,2,"The store is located in a good location, which is very good, but the employee who came across me and the other one seemed like they were not aware that they were working here, I felt that they had some ego and communication problems with the customers."
10/15/2024,DongEun Lee,3,"금요일 오후 시간에 방문하는 것은 다시 생각해보는 것도 좋을 것 같습니다. 매장에서 아이폰을 구매하는 것은 처음이었는데, 직원 응대는 친절하지만 손님이 많아서인지 방문한 목적을 이루는 것이 쉽지 않았습니다."
10/15/2024,Daniel Rodriguez,1,
10/15/2024,Sundar,1,Very bad insulting experience at this store with purchase of a new iphone. Employees do not know all the options and are not customer obsessed. i had force my way to talk to a manager to get things done.
10/15/2024,Avery Tunstill,5,Li and Aliyah at the Apple Store were the best!! So helpful in setting up my computer and extremely patient with some of the older people who had a lot of difficulty setting up their devices.
10/15/2024,Sofía Piga (Sofi),5,
10/15/2024,Eric Griswold,1,"My experience at the Seattle Apple Store regarding a faulty AirPod was both disappointing and frustrating. Despite my expectations for a product's reasonable longevity and performance, the encounter left me with a sense of dissatisfaction and a decision to no longer purchase Apple's audio products.The issue began when one of my wifes AirPods ceased to function properly, despite being just under a year out of warranty. There was no apparent misuse or water damage—just an inexplicable failure. I approached Dan, the manager, hoping for a solution or at least some acknowledgment of the issue. However, what followed was a disheartening display of indifference and defensiveness.Dan seemed unwilling to understand my perspective, immediately dismissing my concerns and accusing me of expecting preferential treatment when I stated that I have a history of purchasing other similar apple products. I simply wanted the product to work as expected, based on my previous positive experiences with Apple products lasting significantly longer. Instead of addressing the core issue of a product failure, Dan's focus was on discrediting my reasonable expectation that a premium product should perform reliably.His refusal to acknowledge the possibility of a product defect and his insinuation that my dissatisfaction stemmed from unreasonable demands left me feeling unheard and undervalued as a customer. Apple has built its reputation on quality and customer service, but this experience revealed a stark contrast to that image. The unwillingness to stand behind their product and the failure to empathize with a customer's reasonable expectation for reliability were disappointing and unexpected.My interaction with Dan and the Apple Store has solidified my decision to seek alternatives for audio products in the future. A company's commitment to quality and customer satisfaction should be paramount, yet my experience highlighted a significant gap in these values. I hope Apple reevaluates its approach to customer concerns and product support to maintain trust and loyalty among its customer base."
10/15/2024,Jeff Shiu,5,"Comfortable spacing, large sized, well staffed. Very patient and helpful staff. Worked with Brandon. Knowledgeable and patient. Highly recommend this store."
10/15/2024,Andrey Goncharuk,5,Arturo Martinez was fast and polite. Great energy on the busy floor. Great service to get
10/15/2024,Gary Crooks,1,"Just bought an IPhone 16 at this store. They don’t tell you upfront that you may not be able to charge your new phone in the car. I have a late model Toyota with Apple Car Play. The cord is different from the phone I traded in. So I had to drive back in traffic. Big hassle. I asked the worker why they don’t give customers a head’s up that they may need an adapter. She said, “They wouldn’t like it if I said that.”If true, not her fault. But it strikes me as unethical as policy. Why not save your customers a trip?"
10/15/2024,Jim McCauley,5,"Abe a Genius supervisor fixed two problems, iwatch pairing and family one sharing, in less than 15 minutes. I have owned a mac since 1984 and he did not treat me like an old fart. we went there because we had problems getting an appointment online so we were in and out in 30 minutes. best visit ever"
10/15/2024,Patricia McCauley,5,"Abe is the GENIUS at this store!What a great store. Been awhile since I visited U Village Apple store and it has been totally remodeled.We had to travel 2 hours to the store and we had a difficult time making an appointment online so we just showed up hoping to get help at the genius bar.We were amazed at the 50 people waiting to get into the store when it opened. We thought they would all go to genius bar but instead went to sales. When we walked in, we were introduced to a sales person who we were told, if she can't fix our problem, she will connect us to someone at the genius bar. Our issue was an 30 year old email address that for some reason was trying to link our apple watch with all the other devices and prevented the link up.Our nice sales lady did the basics and got stuck so she brought Abe the head of the genius bar into help.and genius was a great term for him. We were in and out in half an hour with our problems resolved.Amazing Service from start to finish! Thank You so much!"
